amount,captured_at,currency,customer_id,ingested_at,merchant_id,order_id,original,payment_id,payment_method,reference_id,source,source_record_id
1574.75,2026-01-07T18:23:00+00:00,INR,CUS_44517,2026-01-05T09:30:00+00:00,MCH_HEALTH,ORD_000486,"{'amount': '1574.75', 'captured_at': '2026-01-07T18:23:00+00:00'}",PAY_000486,upi,REF_000486,payments.csv,payments:PAY_000486
45125.00,2026-01-07T18:36:00+00:00,INR,CUS_82686,2026-01-05T09:30:00+00:00,MCH_TRAVEL,ORD_000487,"{'amount': '45125.00', 'captured_at': '2026-01-07T18:36:00+00:00'}",PAY_000487,netbanking,REF_000487,payments.csv,payments:PAY_000487
75497.00,2026-01-07T18:38:00+00:00,INR,CUS_33957,2026-01-05T09:30:00+00:00,MCH_SWIFT,ORD_000488,"{'amount': '75497.00', 'captured_at': '2026-01-07T18:38:00+00:00'}",PAY_000488,wallet,REF_000488,payments.csv,payments:PAY_000488
27402.00,2026-01-07T18:46:00+00:00,INR,CUS_36577,2026-01-05T09:30:00+00:00,MCH_CAFE,ORD_000489,"{'amount': '27402.00', 'captured_at': '2026-01-07T18:46:00+00:00'}",PAY_000489,card,REF_000489,payments.csv,payments:PAY_000489
10587.75,2026-01-07T18:44:00+00:00,INR,CUS_96956,2026-01-05T09:30:00+00:00,MCH_ZERO,ORD_000490,"{'amount': '10587.75', 'captured_at': '2026-01-07T18:44:00+00:00'}",PAY_000490,upi,REF_000490,payments.csv,payments:PAY_000490
81652.00,2026-01-07T19:00:00+00:00,INR,CUS_74532,2026-01-05T09:30:00+00:00,MCH_CAFE,ORD_000491,"{'amount': '81652.00', 'captured_at': '2026-01-07T19:00:00+00:00'}",PAY_000491,wallet,REF_000491,payments.csv,payments:PAY_000491
37035.25,2026-01-07T19:03:00+00:00,INR,CUS_39110,2026-01-05T09:30:00+00:00,MCH_HEALTH,ORD_000492,"{'amount': '37035.25', 'captured_at': '2026-01-07T19:03:00+00:00'}",PAY_000492,upi,REF_000492,payments.csv,payments:PAY_000492
71179.00,2026-01-07T19:16:00+00:00,INR,CUS_75860,2026-01-05T09:30:00+00:00,MCH_SAAS,ORD_000493,"{'amount': '71179.00', 'captured_at': '2026-01-07T19:16:00+00:00'}",PAY_000493,card,REF_000493,payments.csv,payments:PAY_000493
68222.25,2026-01-07T19:14:00+00:00,INR,CUS_51373,2026-01-05T09:30:00+00:00,MCH_ZERO,ORD_000494,"{'amount': '68222.25', 'captured_at': '2026-01-07T19:14:00+00:00'}",PAY_000494,upi,REF_000494,payments.csv,payments:PAY_000494
76453.00,2026-01-07T19:26:00+00:00,INR,CUS_52655,2026-01-05T09:30:00+00:00,MCH_SAAS,ORD_000495,"{'amount': '76453.00', 'captured_at': '2026-01-07T19:26:00+00:00'}",PAY_000495,card,REF_000495,payments.csv,payments:PAY_000495
35611.25,2026-01-07T19:36:00+00:00,INR,CUS_90358,2026-01-05T09:30:00+00:00,MCH_SWIFT,ORD_000496,"{'amount': '35611.25', 'captured_at': '2026-01-07T19:36:00+00:00'}",PAY_000496,card,REF_000496,payments.csv,payments:PAY_000496
27894.25,2026-01-07T19:44:00+00:00,INR,CUS_58799,2026-01-05T09:30:00+00:00,MCH_SAAS,ORD_000497,"{'amount': '27894.25', 'captured_at': '2026-01-07T19:44:00+00:00'}",PAY_000497,netbanking,REF_000497,payments.csv,payments:PAY_000497
75195.00,2026-01-07T19:49:00+00:00,INR,CUS_85483,2026-01-05T09:30:00+00:00,MCH_SWIFT,ORD_000498,"{'amount': '75195.00', 'captured_at': '2026-01-07T19:49:00+00:00'}",PAY_000498,upi,REF_000498,payments.csv,payments:PAY_000498
73089.25,2026-01-07T19:49:00+00:00,INR,CUS_59923,2026-01-05T09:30:00+00:00,MCH_SWIFT,ORD_000499,"{'amount': '73089.25', 'captured_at': '2026-01-07T19:49:00+00:00'}",PAY_000499,card,REF_000499,payments.csv,payments:PAY_000499
23448.25,2026-01-07T20:08:00+00:00,INR,CUS_75483,2026-01-05T09:30:00+00:00,MCH_ZERO,ORD_000500,"{'amount': '23448.25', 'captured_at': '2026-01-07T20:08:00+00:00'}",PAY_000500,netbanking,REF_000500,payments.csv,payments:PAY_000500
33195.50,2026-01-07T20:10:00+00:00,INR,CUS_84427,2026-01-05T09:30:00+00:00,MCH_CAFE,ORD_000501,"{'amount': '33195.50', 'captured_at': '2026-01-07T20:10:00+00:00'}",PAY_000501,upi,REF_000501,payments.csv,payments:PAY_000501
28541.00,2026-01-07T20:13:00+00:00,INR,CUS_72460,2026-01-05T09:30:00+00:00,MCH_ZERO,ORD_000502,"{'amount': '28541.00', 'captured_at': '2026-01-07T20:13:00+00:00'}",PAY_000502,wallet,REF_000502,payments.csv,payments:PAY_000502
47612.00,2026-01-07T20:24:00+00:00,INR,CUS_83446,2026-01-05T09:30:00+00:00,MCH_CAFE,ORD_000503,"{'amount': '47612.00', 'captured_at': '2026-01-07T20:24:00+00:00'}",PAY_000503,netbanking,REF_000503,payments.csv,payments:PAY_000503
16190.00,2026-01-07T20:29:00+00:00,INR,CUS_99074,2026-01-05T09:30:00+00:00,MCH_SAAS,ORD_000504,"{'amount': '16190.00', 'captured_at': '2026-01-07T20:29:00+00:00'}",PAY_000504,card,REF_000504,payments.csv,payments:PAY_000504
42910.75,2026-01-07T20:43:00+00:00,INR,CUS_76904,2026-01-05T09:30:00+00:00,MCH_CAFE,ORD_000505,"{'amount': '42910.75', 'captured_at': '2026-01-07T20:43:00+00:00'}",PAY_000505,upi,REF_000505,payments.csv,payments:PAY_000505
37855.25,2026-01-07T20:39:00+00:00,INR,CUS_92799,2026-01-05T09:30:00+00:00,MCH_HEALTH,ORD_000506,"{'amount': '37855.25', 'captured_at': '2026-01-07T20:39:00+00:00'}",PAY_000506,netbanking,REF_000506,payments.csv,payments:PAY_000506
80556.50,2026-01-07T20:42:00+00:00,INR,CUS_63054,2026-01-05T09:30:00+00:00,MCH_TRAVEL,ORD_000507,"{'amount': '80556.50', 'captured_at': '2026-01-07T20:42:00+00:00'}",PAY_000507,card,REF_000507,payments.csv,payments:PAY_000507
41388.00,2026-01-07T20:57:00+00:00,INR,CUS_95591,2026-01-05T09:30:00+00:00,MCH_SWIFT,ORD_000508,"{'amount': '41388.00', 'captured_at': '2026-01-07T20:57:00+00:00'}",PAY_000508,wallet,REF_000508,payments.csv,payments:PAY_000508
47900.75,2026-01-07T21:12:00+00:00,INR,CUS_86928,2026-01-05T09:30:00+00:00,MCH_SAAS,ORD_000509,"{'amount': '47900.75', 'captured_at': '2026-01-07T21:12:00+00:00'}",PAY_000509,wallet,REF_000509,payments.csv,payments:PAY_000509
3327.00,2026-01-07T21:14:00+00:00,INR,CUS_40753,2026-01-05T09:30:00+00:00,MCH_SWIFT,ORD_000510,"{'amount': '3327.00', 'captured_at': '2026-01-07T21:14:00+00:00'}",PAY_000510,upi,REF_000510,payments.csv,payments:PAY_000510
52341.00,2026-01-07T21:23:00+00:00,INR,CUS_22524,2026-01-05T09:30:00+00:00,MCH_SWIFT,ORD_000511,"{'amount': '52341.00', 'captured_at': '2026-01-07T21:23:00+00:00'}",PAY_000511,upi,REF_000511,payments.csv,payments:PAY_000511
68979.00,2026-01-07T21:21:00+00:00,INR,CUS_23622,2026-01-05T09:30:00+00:00,MCH_SAAS,ORD_000512,"{'amount': '68979.00', 'captured_at': '2026-01-07T21:21:00+00:00'}",PAY_000512,upi,REF_000512,payments.csv,payments:PAY_000512
30362.00,2026-01-07T21:29:00+00:00,INR,CUS_47247,2026-01-05T09:30:00+00:00,MCH_CAFE,ORD_000513,"{'amount': '30362.00', 'captured_at': '2026-01-07T21:29:00+00:00'}",PAY_000513,card,REF_000513,payments.csv,payments:PAY_000513
87272.00,2026-01-07T21:46:00+00:00,INR,CUS_52624,2026-01-05T09:30:00+00:00,MCH_ZERO,ORD_000514,"{'amount': '87272.00', 'captured_at': '2026-01-07T21:46:00+00:00'}",PAY_000514,netbanking,REF_000514,payments.csv,payments:PAY_000514
70985.00,2026-01-07T21:54:00+00:00,INR,CUS_87441,2026-01-05T09:30:00+00:00,MCH_SWIFT,ORD_000515,"{'amount': '70985.00', 'captured_at': '2026-01-07T21:54:00+00:00'}",PAY_000515,wallet,REF_000515,payments.csv,payments:PAY_000515
63431.50,2026-01-07T21:57:00+00:00,INR,CUS_39770,2026-01-05T09:30:00+00:00,MCH_CAFE,ORD_000516,"{'amount': '63431.50', 'captured_at': '2026-01-07T21:57:00+00:00'}",PAY_000516,netbanking,REF_000516,payments.csv,payments:PAY_000516
1683.00,2026-01-07T22:02:00+00:00,INR,CUS_78592,2026-01-05T09:30:00+00:00,MCH_CAFE,ORD_000517,"{'amount': '1683.00', 'captured_at': '2026-01-07T22:02:00+00:00'}",PAY_000517,netbanking,REF_000517,payments.csv,payments:PAY_000517
1390.75,2026-01-07T22:09:00+00:00,INR,CUS_74478,2026-01-05T09:30:00+00:00,MCH_HEALTH,ORD_000518,"{'amount': '1390.75', 'captured_at': '2026-01-07T22:09:00+00:00'}",PAY_000518,upi,REF_000518,payments.csv,payments:PAY_000518
78550.00,2026-01-07T22:19:00+00:00,INR,CUS_10946,2026-01-05T09:30:00+00:00,MCH_CAFE,ORD_000519,"{'amount': '78550.00', 'captured_at': '2026-01-07T22:19:00+00:00'}",PAY_000519,card,REF_000519,payments.csv,payments:PAY_000519
57592.25,2026-01-07T22:24:00+00:00,INR,CUS_42754,2026-01-05T09:30:00+00:00,MCH_HEALTH,ORD_000520,"{'amount': '57592.25', 'captured_at': '2026-01-07T22:24:00+00:00'}",PAY_000520,wallet,REF_000520,payments.csv,payments:PAY_000520
10682.25,2026-01-07T22:35:00+00:00,INR,CUS_91962,2026-01-05T09:30:00+00:00,MCH_CAFE,ORD_000521,"{'amount': '10682.25', 'captured_at': '2026-01-07T22:35:00+00:00'}",PAY_000521,netbanking,REF_000521,payments.csv,payments:PAY_000521
35535.25,2026-01-07T22:30:00+00:00,INR,CUS_34641,2026-01-05T09:30:00+00:00,MCH_HEALTH,ORD_000522,"{'amount': '35535.25', 'captured_at': '2026-01-07T22:30:00+00:00'}",PAY_000522,card,REF_000522,payments.csv,payments:PAY_000522
83778.25,2026-01-07T22:43:00+00:00,INR,CUS_90967,2026-01-05T09:30:00+00:00,MCH_ZERO,ORD_000523,"{'amount': '83778.25', 'captured_at': '2026-01-07T22:43:00+00:00'}",PAY_000523,wallet,REF_000523,payments.csv,payments:PAY_000523
2842.00,2026-01-07T22:43:00+00:00,INR,CUS_16505,2026-01-05T09:30:00+00:00,MCH_CAFE,ORD_000524,"{'amount': '2842.00', 'captured_at': '2026-01-07T22:43:00+00:00'}",PAY_000524,card,REF_000524,payments.csv,payments:PAY_000524
57764.75,2026-01-07T22:49:00+00:00,INR,CUS_11075,2026-01-05T09:30:00+00:00,MCH_TRAVEL,ORD_000525,"{'amount': '57764.75', 'captured_at': '2026-01-07T22:49:00+00:00'}",PAY_000525,card,REF_000525,payments.csv,payments:PAY_000525
28767.00,2026-01-07T23:10:00+00:00,INR,CUS_65082,2026-01-05T09:30:00+00:00,MCH_SAAS,ORD_000526,"{'amount': '28767.00', 'captured_at': '2026-01-07T23:10:00+00:00'}",PAY_000526,netbanking,REF_000526,payments.csv,payments:PAY_000526
10815.00,2026-01-07T23:14:00+00:00,INR,CUS_17345,2026-01-05T09:30:00+00:00,MCH_CAFE,ORD_000527,"{'amount': '10815.00', 'captured_at': '2026-01-07T23:14:00+00:00'}",PAY_000527,upi,REF_000527,payments.csv,payments:PAY_000527
25491.00,2026-01-07T23:10:00+00:00,INR,CUS_60014,2026-01-05T09:30:00+00:00,MCH_SWIFT,ORD_000528,"{'amount': '25491.00', 'captured_at': '2026-01-07T23:10:00+00:00'}",PAY_000528,card,REF_000528,payments.csv,payments:PAY_000528
32696.75,2026-01-07T23:29:00+00:00,INR,CUS_14392,2026-01-05T09:30:00+00:00,MCH_SAAS,ORD_000529,"{'amount': '32696.75', 'captured_at': '2026-01-07T23:29:00+00:00'}",PAY_000529,upi,REF_000529,payments.csv,payments:PAY_000529
51303.75,2026-01-07T23:28:00+00:00,INR,CUS_50908,2026-01-05T09:30:00+00:00,MCH_SAAS,ORD_000530,"{'amount': '51303.75', 'captured_at': '2026-01-07T23:28:00+00:00'}",PAY_000530,upi,REF_000530,payments.csv,payments:PAY_000530
63375.75,2026-01-07T23:40:00+00:00,INR,CUS_49166,2026-01-05T09:30:00+00:00,MCH_CAFE,ORD_000531,"{'amount': '63375.75', 'captured_at': '2026-01-07T23:40:00+00:00'}",PAY_000531,upi,REF_000531,payments.csv,payments:PAY_000531
31228.75,2026-01-07T23:37:00+00:00,INR,CUS_66906,2026-01-05T09:30:00+00:00,MCH_ZERO,ORD_000532,"{'amount': '31228.75', 'captured_at': '2026-01-07T23:37:00+00:00'}",PAY_000532,card,REF_000532,payments.csv,payments:PAY_000532
15982.25,2026-01-07T23:43:00+00:00,INR,CUS_41862,2026-01-05T09:30:00+00:00,MCH_HEALTH,ORD_000533,"{'amount': '15982.25', 'captured_at': '2026-01-07T23:43:00+00:00'}",PAY_000533,wallet,REF_000533,payments.csv,payments:PAY_000533
12028.00,2026-01-07T23:54:00+00:00,INR,CUS_30669,2026-01-05T09:30:00+00:00,MCH_CAFE,ORD_000534,"{'amount': '12028.00', 'captured_at': '2026-01-07T23:54:00+00:00'}",PAY_000534,netbanking,REF_000534,payments.csv,payments:PAY_000534
46898.75,2026-01-08T00:18:00+00:00,INR,CUS_30174,2026-01-05T09:30:00+00:00,MCH_ZERO,ORD_000535,"{'amount': '46898.75', 'captured_at': '2026-01-08T00:18:00+00:00'}",PAY_000535,upi,REF_000535,payments.csv,payments:PAY_000535
84795.00,2026-01-08T00:14:00+00:00,INR,CUS_67503,2026-01-05T09:30:00+00:00,MCH_HEALTH,ORD_000536,"{'amount': '84795.00', 'captured_at': '2026-01-08T00:14:00+00:00'}",PAY_000536,upi,REF_000536,payments.csv,payments:PAY_000536
5475.25,2026-01-08T00:23:00+00:00,INR,CUS_67344,2026-01-05T09:30:00+00:00,MCH_CAFE,ORD_000537,"{'amount': '5475.25', 'captured_at': '2026-01-08T00:23:00+00:00'}",PAY_000537,wallet,REF_000537,payments.csv,payments:PAY_000537
24761.50,2026-01-08T00:33:00+00:00,INR,CUS_55569,2026-01-05T09:30:00+00:00,MCH_HEALTH,ORD_000538,"{'amount': '24761.50', 'captured_at': '2026-01-08T00:33:00+00:00'}",PAY_000538,netbanking,REF_000538,payments.csv,payments:PAY_000538
69917.00,2026-01-08T00:34:00+00:00,INR,CUS_68901,2026-01-05T09:30:00+00:00,MCH_ZERO,ORD_000539,"{'amount': '69917.00', 'captured_at': '2026-01-08T00:34:00+00:00'}",PAY_000539,netbanking,REF_000539,payments.csv,payments:PAY_000539
24618.00,2026-01-08T00:40:00+00:00,INR,CUS_91229,2026-01-05T09:30:00+00:00,MCH_TRAVEL,ORD_000540,"{'amount': '24618.00', 'captured_at': '2026-01-08T00:40:00+00:00'}",PAY_000540,netbanking,REF_000540,payments.csv,payments:PAY_000540
70942.25,2026-01-08T00:57:00+00:00,INR,CUS_34886,2026-01-05T09:30:00+00:00,MCH_TRAVEL,ORD_000541,"{'amount': '70942.25', 'captured_at': '2026-01-08T00:57:00+00:00'}",PAY_000541,card,REF_000541,payments.csv,payments:PAY_000541
14778.00,2026-01-08T00:52:00+00:00,INR,CUS_78576,2026-01-05T09:30:00+00:00,MCH_CAFE,ORD_000542,"{'amount': '14778.00', 'captured_at': '2026-01-08T00:52:00+00:00'}",PAY_000542,upi,REF_000542,payments.csv,payments:PAY_000542
4399.00,2026-01-08T01:01:00+00:00,INR,CUS_24031,2026-01-05T09:30:00+00:00,MCH_SWIFT,ORD_000543,"{'amount': '4399.00', 'captured_at': '2026-01-08T01:01:00+00:00'}",PAY_000543,upi,REF_000543,payments.csv,payments:PAY_000543
84415.25,2026-01-08T01:18:00+00:00,INR,CUS_96235,2026-01-05T09:30:00+00:00,MCH_HEALTH,ORD_000544,"{'amount': '84415.25', 'captured_at': '2026-01-08T01:18:00+00:00'}",PAY_000544,netbanking,REF_000544,payments.csv,payments:PAY_000544
29230.50,2026-01-08T01:12:00+00:00,INR,CUS_19289,2026-01-05T09:30:00+00:00,MCH_CAFE,ORD_000545,"{'amount': '29230.50', 'captured_at': '2026-01-08T01:12:00+00:00'}",PAY_000545,wallet,REF_000545,payments.csv,payments:PAY_000545
84044.00,2026-01-08T01:30:00+00:00,INR,CUS_57307,2026-01-05T09:30:00+00:00,MCH_SAAS,ORD_000546,"{'amount': '84044.00', 'captured_at': '2026-01-08T01:30:00+00:00'}",PAY_000546,netbanking,REF_000546,payments.csv,payments:PAY_000546
35140.50,2026-01-08T01:27:00+00:00,INR,CUS_15328,2026-01-05T09:30:00+00:00,MCH_HEALTH,ORD_000547,"{'amount': '35140.50', 'captured_at': '2026-01-08T01:27:00+00:00'}",PAY_000547,netbanking,REF_000547,payments.csv,payments:PAY_000547
68389.00,2026-01-08T01:39:00+00:00,INR,CUS_23267,2026-01-05T09:30:00+00:00,MCH_SWIFT,ORD_000548,"{'amount': '68389.00', 'captured_at': '2026-01-08T01:39:00+00:00'}",PAY_000548,wallet,REF_000548,payments.csv,payments:PAY_000548
69269.75,2026-01-08T01:43:00+00:00,INR,CUS_42605,2026-01-05T09:30:00+00:00,MCH_SWIFT,ORD_000549,"{'amount': '69269.75', 'captured_at': '2026-01-08T01:43:00+00:00'}",PAY_000549,wallet,REF_000549,payments.csv,payments:PAY_000549
60425.75,2026-01-08T01:47:00+00:00,INR,CUS_97194,2026-01-05T09:30:00+00:00,MCH_TRAVEL,ORD_000550,"{'amount': '60425.75', 'captured_at': '2026-01-08T01:47:00+00:00'}",PAY_000550,card,REF_000550,payments.csv,payments:PAY_000550
52932.50,2026-01-08T01:58:00+00:00,INR,CUS_54238,2026-01-05T09:30:00+00:00,MCH_HEALTH,ORD_000551,"{'amount': '52932.50', 'captured_at': '2026-01-08T01:58:00+00:00'}",PAY_000551,wallet,REF_000551,payments.csv,payments:PAY_000551
54346.75,2026-01-08T02:10:00+00:00,INR,CUS_66438,2026-01-05T09:30:00+00:00,MCH_CAFE,ORD_000552,"{'amount': '54346.75', 'captured_at': '2026-01-08T02:10:00+00:00'}",PAY_000552,card,REF_000552,payments.csv,payments:PAY_000552
72420.75,2026-01-08T02:18:00+00:00,INR,CUS_43303,2026-01-05T09:30:00+00:00,MCH_SAAS,ORD_000553,"{'amount': '72420.75', 'captured_at': '2026-01-08T02:18:00+00:00'}",PAY_000553,wallet,REF_000553,payments.csv,payments:PAY_000553
4843.00,2026-01-08T02:25:00+00:00,INR,CUS_88087,2026-01-05T09:30:00+00:00,MCH_ZERO,ORD_000554,"{'amount': '4843.00', 'captured_at': '2026-01-08T02:25:00+00:00'}",PAY_000554,card,REF_000554,payments.csv,payments:PAY_000554
29383.00,2026-01-08T02:24:00+00:00,INR,CUS_51275,2026-01-05T09:30:00+00:00,MCH_CAFE,ORD_000555,"{'amount': '29383.00', 'captured_at': '2026-01-08T02:24:00+00:00'}",PAY_000555,card,REF_000555,payments.csv,payments:PAY_000555
18441.00,2026-01-08T02:34:00+00:00,INR,CUS_58114,2026-01-05T09:30:00+00:00,MCH_SWIFT,ORD_000556,"{'amount': '18441.00', 'captured_at': '2026-01-08T02:34:00+00:00'}",PAY_000556,card,REF_000556,payments.csv,payments:PAY_000556
12346.50,2026-01-08T02:40:00+00:00,INR,CUS_62402,2026-01-05T09:30:00+00:00,MCH_CAFE,ORD_000557,"{'amount': '12346.50', 'captured_at': '2026-01-08T02:40:00+00:00'}",PAY_000557,upi,REF_000557,payments.csv,payments:PAY_000557
22962.25,2026-01-08T02:46:00+00:00,INR,CUS_85527,2026-01-05T09:30:00+00:00,MCH_SAAS,ORD_000558,"{'amount': '22962.25', 'captured_at': '2026-01-08T02:46:00+00:00'}",PAY_000558,upi,REF_000558,payments.csv,payments:PAY_000558
44129.00,2026-01-08T02:50:00+00:00,INR,CUS_66925,2026-01-05T09:30:00+00:00,MCH_ZERO,ORD_000559,"{'amount': '44129.00', 'captured_at': '2026-01-08T02:50:00+00:00'}",PAY_000559,card,REF_000559,payments.csv,payments:PAY_000559
7394.00,2026-01-08T03:01:00+00:00,INR,CUS_78731,2026-01-05T09:30:00+00:00,MCH_SAAS,ORD_000560,"{'amount': '7394.00', 'captured_at': '2026-01-08T03:01:00+00:00'}",PAY_000560,card,REF_000560,payments.csv,payments:PAY_000560
29240.00,2026-01-08T03:15:00+00:00,INR,CUS_16621,2026-01-05T09:30:00+00:00,MCH_HEALTH,ORD_000561,"{'amount': '29240.00', 'captured_at': '2026-01-08T03:15:00+00:00'}",PAY_000561,wallet,REF_000561,payments.csv,payments:PAY_000561
56914.00,2026-01-08T03:10:00+00:00,INR,CUS_61684,2026-01-05T09:30:00+00:00,MCH_SWIFT,ORD_000562,"{'amount': '56914.00', 'captured_at': '2026-01-08T03:10:00+00:00'}",PAY_000562,netbanking,REF_000562,payments.csv,payments:PAY_000562
75199.75,2026-01-08T03:28:00+00:00,INR,CUS_16463,2026-01-05T09:30:00+00:00,MCH_SAAS,ORD_000563,"{'amount': '75199.75', 'captured_at': '2026-01-08T03:28:00+00:00'}",PAY_000563,netbanking,REF_000563,payments.csv,payments:PAY_000563
66074.25,2026-01-08T03:35:00+00:00,INR,CUS_27088,2026-01-05T09:30:00+00:00,MCH_SAAS,ORD_000564,"{'amount': '66074.25', 'captured_at': '2026-01-08T03:35:00+00:00'}",PAY_000564,card,REF_000564,payments.csv,payments:PAY_000564
85791.50,2026-01-08T03:46:00+00:00,INR,CUS_35703,2026-01-05T09:30:00+00:00,MCH_SAAS,ORD_000565,"{'amount': '85791.50', 'captured_at': '2026-01-08T03:46:00+00:00'}",PAY_000565,card,REF_000565,payments.csv,payments:PAY_000565
42690.75,2026-01-08T03:36:00+00:00,INR,CUS_85499,2026-01-05T09:30:00+00:00,MCH_SAAS,ORD_000566,"{'amount': '42690.75', 'captured_at': '2026-01-08T03:36:00+00:00'}",PAY_000566,wallet,REF_000566,payments.csv,payments:PAY_000566
45457.50,2026-01-08T03:49:00+00:00,INR,CUS_95905,2026-01-05T09:30:00+00:00,MCH_CAFE,ORD_000567,"{'amount': '45457.50', 'captured_at': '2026-01-08T03:49:00+00:00'}",PAY_000567,card,REF_000567,payments.csv,payments:PAY_000567
58261.50,2026-01-08T03:51:00+00:00,INR,CUS_29112,2026-01-05T09:30:00+00:00,MCH_HEALTH,ORD_000568,"{'amount': '58261.50', 'captured_at': '2026-01-08T03:51:00+00:00'}",PAY_000568,card,REF_000568,payments.csv,payments:PAY_000568
49297.00,2026-01-08T03:55:00+00:00,INR,CUS_21247,2026-01-05T09:30:00+00:00,MCH_TRAVEL,ORD_000569,"{'amount': '49297.00', 'captured_at': '2026-01-08T03:55:00+00:00'}",PAY_000569,card,REF_000569,payments.csv,payments:PAY_000569
2100.00,2026-01-08T04:17:00+00:00,INR,CUS_24585,2026-01-05T09:30:00+00:00,MCH_CAFE,ORD_000570,"{'amount': '2100.00', 'captured_at': '2026-01-08T04:17:00+00:00'}",PAY_000570,wallet,REF_000570,payments.csv,payments:PAY_000570
28070.00,2026-01-08T04:20:00+00:00,INR,CUS_81620,2026-01-05T09:30:00+00:00,MCH_HEALTH,ORD_000571,"{'amount': '28070.00', 'captured_at': '2026-01-08T04:20:00+00:00'}",PAY_000571,wallet,REF_000571,payments.csv,payments:PAY_000571
76715.75,2026-01-08T04:23:00+00:00,INR,CUS_79048,2026-01-05T09:30:00+00:00,MCH_SAAS,ORD_000572,"{'amount': '76715.75', 'captured_at': '2026-01-08T04:23:00+00:00'}",PAY_000572,card,REF_000572,payments.csv,payments:PAY_000572
26605.75,2026-01-08T04:25:00+00:00,INR,CUS_90997,2026-01-05T09:30:00+00:00,MCH_CAFE,ORD_000573,"{'amount': '26605.75', 'captured_at': '2026-01-08T04:25:00+00:00'}",PAY_000573,wallet,REF_000573,payments.csv,payments:PAY_000573
86856.00,2026-01-08T04:45:00+00:00,INR,CUS_96898,2026-01-05T09:30:00+00:00,MCH_SAAS,ORD_000574,"{'amount': '86856.00', 'captured_at': '2026-01-08T04:45:00+00:00'}",PAY_000574,upi,REF_000574,payments.csv,payments:PAY_000574
85419.25,2026-01-08T04:55:00+00:00,INR,CUS_40299,2026-01-05T09:30:00+00:00,MCH_CAFE,ORD_000575,"{'amount': '85419.25', 'captured_at': '2026-01-08T04:55:00+00:00'}",PAY_000575,upi,REF_000575,payments.csv,payments:PAY_000575
78563.50,2026-01-08T04:50:00+00:00,INR,CUS_21537,2026-01-05T09:30:00+00:00,MCH_SAAS,ORD_000576,"{'amount': '78563.50', 'captured_at': '2026-01-08T04:50:00+00:00'}",PAY_000576,wallet,REF_000576,payments.csv,payments:PAY_000576
44021.25,2026-01-08T05:00:00+00:00,INR,CUS_61563,2026-01-05T09:30:00+00:00,MCH_CAFE,ORD_000577,"{'amount': '44021.25', 'captured_at': '2026-01-08T05:00:00+00:00'}",PAY_000577,upi,REF_000577,payments.csv,payments:PAY_000577
46425.00,2026-01-08T05:06:00+00:00,INR,CUS_91950,2026-01-05T09:30:00+00:00,MCH_TRAVEL,ORD_000578,"{'amount': '46425.00', 'captured_at': '2026-01-08T05:06:00+00:00'}",PAY_000578,netbanking,REF_000578,payments.csv,payments:PAY_000578
34074.25,2026-01-08T05:16:00+00:00,INR,CUS_13862,2026-01-05T09:30:00+00:00,MCH_TRAVEL,ORD_000579,"{'amount': '34074.25', 'captured_at': '2026-01-08T05:16:00+00:00'}",PAY_000579,card,REF_000579,payments.csv,payments:PAY_000579
51791.75,2026-01-08T05:23:00+00:00,INR,CUS_27991,2026-01-05T09:30:00+00:00,MCH_CAFE,ORD_000580,"{'amount': '51791.75', 'captured_at': '2026-01-08T05:23:00+00:00'}",PAY_000580,card,REF_000580,payments.csv,payments:PAY_000580
41244.50,2026-01-08T05:38:00+00:00,INR,CUS_53160,2026-01-05T09:30:00+00:00,MCH_SAAS,ORD_000581,"{'amount': '41244.50', 'captured_at': '2026-01-08T05:38:00+00:00'}",PAY_000581,card,REF_000581,payments.csv,payments:PAY_000581
18463.50,2026-01-08T05:36:00+00:00,INR,CUS_80956,2026-01-05T09:30:00+00:00,MCH_TRAVEL,ORD_000582,"{'amount': '18463.50', 'captured_at': '2026-01-08T05:36:00+00:00'}",PAY_000582,card,REF_000582,payments.csv,payments:PAY_000582
18027.25,2026-01-08T05:42:00+00:00,INR,CUS_29025,2026-01-05T09:30:00+00:00,MCH_HEALTH,ORD_000583,"{'amount': '18027.25', 'captured_at': '2026-01-08T05:42:00+00:00'}",PAY_000583,netbanking,REF_000583,payments.csv,payments:PAY_000583
15817.00,2026-01-08T05:40:00+00:00,INR,CUS_51628,2026-01-05T09:30:00+00:00,MCH_TRAVEL,ORD_000584,"{'amount': '15817.00', 'captured_at': '2026-01-08T05:40:00+00:00'}",PAY_000584,netbanking,REF_000584,payments.csv,payments:PAY_000584
40060.25,2026-01-08T05:59:00+00:00,INR,CUS_93472,2026-01-05T09:30:00+00:00,MCH_SAAS,ORD_000585,"{'amount': '40060.25', 'captured_at': '2026-01-08T05:59:00+00:00'}",PAY_000585,card,REF_000585,payments.csv,payments:PAY_000585
17541.00,2026-01-08T06:05:00+00:00,INR,CUS_13433,2026-01-05T09:30:00+00:00,MCH_ZERO,ORD_000586,"{'amount': '17541.00', 'captured_at': '2026-01-08T06:05:00+00:00'}",PAY_000586,card,REF_000586,payments.csv,payments:PAY_000586
